,Text,Score
43,"( 22oz bottle vintage of 2007 thanks to bu11zeye) Pours clear dark brown with nice lace and oily bubbles in the head. Nose of bready yeast and not much else. Taste of unsweet chocolate, bread with a tingly/creamy finish. Perhaps slightly oxidized.
",0.65
44,"Bottle thanks to bu11zeye.  The look is clear, light white head, the color is brown.  The smell is sugary, caramel, and malts.  The taste is malts, roasty, and coffee.
",0.7
45,"2007 bottle thanks to bu11zeye.  chocolate brown with an off white head.  chocolate and a familiar belgian yeast scent.  decent on the palate with a belgian yeast fruity flavor.
",0.65
46,"22 oz botle.  Pours a clear chestnut brown body with a small fizzy light brown head.  The nose is nutty and yeasty, with some light coffee and dark fruits.  Lots of Belgian yeast character here in the flavor.  Some dark fruits, heavy yeast, a little coffee on the back end, and finishes off with a bit of peppery alcohol.  Medium bodied with a somewhat watery texture and fizzy carbonation.  I wish that this were a little softer and rounder feeling.  OK beer, but nothing great.
",0.7
47,"Bottle courtesy of bu11zeye. Clear reddish pour. Dusty malts in the aroma. Tastes of dry malts and clay flavoring. Earthy tones.
",0.65
48,"bottle, thanks to bu11zeye, dark brown with white foam, fruity wheat aroma, flavors of cherry, wheat, pumpernickel, vanilla
",0.65
49,"2007 Bottle thanks to bu11zeye. Pours with a deep brown body and a fading tan head. Aroma of brown sugar, light meat, fruity esters and chocolate. Taste is estery wheat, wet dog and vegital. Light bubbles.
",0.65
50,"22Oz bottle, thanx to DChmelas super sixpack shipper. Bewwwww! 	Great pure darkness cascading with a creamy fluffy head. Great stuff.
",0.6
51,"Bottle. Thanks to a Secret Santa - I think last summer. Poured a dark body with thin head. aroma is dried fruit, earthy. Flavor has a light chocolate and caramel taste, yeasty and slightly bitter.
",0.65
52,"Bottle sampled at Noog Four-0 5/31/08 courtesy of heemer77: Pours a transparent dark copper with a thin, wispy white head.  Aroma of sweet toasty dark caramel and a touch of milk chocolate and Belgian yeast.  Body starts lightly sweet and toasty dark caramel malty with mild complexity and some drier doughy bready balance in the finish.  A nice dark Belgian brew.
",0.75
53,"Pours clear dark brown with  a lacy off-white head. Light body and medium carbonation. Light taste of toast and coffee, I think this beer was overwhelmed by what I was drinking before it.
",0.5
54,"Bottle courtesy STFun. Pours black with hints of red and a thin white head. Sweet malt, roasty grain and dark fruit aroma. Smooth crisp malt, sweet dark fruit taste. Hard beer to classify, but tasty nonetheless.
",0.75
55,"Dark brown, notes of pine.  meh.  Little sweaty, spun and nowhere all at once.  Rhetorical.
",0.5
56,"Thanks, JCB, for sharing a bottle.  Near black pour with bubbly off white head.  Chalky palate. Roasty malty flavor with not much yeast action.  Similar to dubbel.  Somewhat thin.  Okay.
",0.7
57,"Bottle shared by Jason. Thanks dude!  Pretty uninspiring ""Belgian"" here. Roasty, coffee, light cocoa, nuttiness, slightly water,  weak yeast character. Had this towards the end of the night, but it didnt leave a lasting impression.
",0.65
58,"Thanks to JCB for sharing one!  Pours a clear dark reddish brown with minimal head. Nose is light coffee, roasted barley, and chocolate.  This share many similarities to a belgian dubbel
",0.75
59,"Thanks to JCB for sharing. Pours a dark brown with a light tan head. The nose is rusty, grainy, chocolate, mild coffee, earthy. The flavor is a tad watery, mildly chocolaty, roasty, some yeast character.
",0.8
60,"About a half inch thick head of rather large fluffy beige bubbles.  Light milk chocolate, roasted malts. a hint of dark fruit and a bit of musty wood.  Color is a very dark brown.  Flavor is a little weaker than expected but what is there is quite good.  Dark roasted grains, more cocoa, pasty malts, some burnt biscuits and an underlying tartness.  Little bit dry on the palate.  Light alcohol presence and warming.  Finishes roasty and malty.  A decent Belgian Ale.  Thanks to **** for this one.
",0.7
61,"2007 Bottle Date; Sampled January 2009	An average pour into my 25cl tulip glass leaves me with three-fingers of lightly browned, light tan colored head.  The beer is quite a dark brown, almost black color that shows a brilliantly clear, rich ruby hue to it when held up to the light.  The aroma has a fruitiness to it up front, but then has a meaty malt character to it that is a bit surprising to me.  Aromas of toasted, roasted, almost smoky, dark malt a deep toasted nuttiness (almost like peanut butter).  After a bit the nutty note in the finish seems like it has gone a little rancid.  The aroma on this is not bad, but it is really interesting, I have never quite smelled a beer like this before.		Lightly sweet, again with a fruit note that reminds me of prunes and raisins.  The beer picks up a hint of tartness in the middle that continues to accentuated the fruit flavors.  This beer feels a little light as it first hits the tongue, but it picks up a viscousness as it rolls across the tongue and actually finishes with a fair amount of heft.  That interesting, slightly rancid nuttiness of the aroma is much subdued in the flavor; there is a touch of it here that is almost more of an oral-nasal sense than anything.  Dark malt notes tend to temper that dark fruit notes a bit and also provide a touch of burnt grain bitterness as well as a touch of burnt acidity and perhaps some tannic astringency.  This could use some spiciness to it; it is somehow Belgian-style and some fermentation spiciness would provide a lot more balance to this beer.  As the beer warms up the fruitiness begins to take on a cola like edge.		Other than the fact that the aroma is really starting to annoy me, this isnt a bad beer; I keep on thinking I should be able to exactly identify this note in the aroma, but I cant quite place my finger on it.
",0.65
62,"22 oz. bottle.  Pours brown with garnet highlights and a medium sized beige head.  The aroma has moderate sweetness, yeast, a mix of fruits, and lightly spicy.  The flavor had bready malts, slightly fruity, dusty, yeast, but there seems to be something wrong.  I wasnt sure how old this was, but it appears as if this is in a downward spiral.  Medium bodied.  I should try this again when I know its fresher.
",0.6
63,"22. 2007. Thanks, Yem! Pours black with a wispy little white head. Big brown bread, roast, and toast nose. Nice! Creamy medium body, very light carb. Toast, roast, and brown bread go round again on the mid-palate, with a mild note of weak coffee crossing the palate at the finish. Solid, stable, well-made little beer.
",0.7
64,"22oz bottle from StFun. Thanks, Josh. Nice brown pour, with some glinting red in the appearance and a lively carbonation. The nose was rich and very fruity, and this more or less characterizes the taste as well. I was expecting something with more bitterness, and some roasted flavors. This actually comes across far more like a dubbel than anything else, though certainly an enjoyable one. Lively mouthfeel, tasty blend of ripe dark fruits and malts, long finish. Tasty beer.
",0.7
65,"Black ales and black lagers are elusive specimens, so I am very pleased to partake of a Belgian inspired black ale. Into her dark depths do I prepare to surrender my soul.		her sinisterly seductive liquid fills my glass a dark brown with slight light glinting through along the sides of the glass; a faint amber hue. Not too much head, but an almost immediate brussels lace trail sticks to the sides of my glass. Her nose is lightly sweet with yeast and fresh fall apples. A touch of spice adds to the mix. My first quaff is full of bready chewiness and a smooth, slightly oily body. Faint effervescence prevents Sinister Minister from being too thick and overly cloying, though she definitely has a full body and mouthfeel. a bit more of a sweet and sour twang in the palate as opposed to the nose, leaving an almost lingering sour yeast pucker in the finish. A touch of banana notes alongside the crisp fall apples and spice.		Overall, an intriguing brew. The Belgian style element really changes this black ale from something ordinarily extraordinary into something unusually extraordinary. A bit confused I think as I was left not quite sure the overall impression the Barley Island Sinister Minister Belgian Black Ale was going for, but I do know I enjoyed it. Good; could maybe use a wee bit of fine-tuning, but not much. I would drink it again.
",0.6
66,"UPDATED: SEP 30, 2008 Bottle... Post RBSG 08 O-Town/Vero Beach Throwdown Chapter 8...  Clear, deep, dark mahogany ale with a small, creamy, khaki head. Decent retention. The fruity, estery aroma provides notations of chocolate and banana. Medium-bodied with lively carbonation. Perfectly balanced, but theres just not much going on. Finishes bland and watery. Its not my cup of tea, but thanks to SoLan for providing the bottle of beer!
",0.45
67,"Bomber courtesy of StFun.  Pours a clear dark reddish brown with minimal head.  Nose is light coffee, mild cocoa, roasted barley and smoke.  Taste is pretty much like the aroma, except theres a dark fruitiness right as you take a sip.  Lighter, prickly mouth feel.  Not bad  thanks Josh!
",0.6
68,"Dark amber color out of the bottle with a fizzy beige head that left quickly.  Thin, watery sweet nose.  Not a lot of character in here, but nothing really offensive.  Thin caramel sweetness, some roasted grains and faint chocolate.  Kind of boring.
",0.65
69,"22oz bottle acquired in trade with Sephiroth (thanks!). Poured a deeper reddish brown color with an averaged sized off white head. Aromas of roast, some chocolate, toasted grains, and light coffee. Tastes of licorice, chocolate, caramel, chocolate, lighter roast, and some spices.
",0.7
70,"@Richmond/Williamsburg Gathering-22 oz bottle that I brought-pours a foamy tan head and brown color.  Aroma is oak, medium malt.  Taste is oak/walnut, medium malt-chocolate.  Semi-dry.
",0.65
71,"Bottle courtesy of SoLan. Pours black with tan head. Roasted malt and dark fruit aromas. Flavors of dark malts and slight hops. Medium body with lively carbonation.
",0.65
72,"UPDATED: MAY 8, 2009 Richmond Summer Gathering. Bomber courtesy of jcwattsrugger. Clear, deep brown with a thin, ringed tan head. Mild coffee and chocolate nose, yeasty, seemed a bit infected to me, with some sour nut notes. Didnt really seem to crop up in the flavor. OK - Id like to get another one of these and re-rate.		Re-rate, Daytona 500 tasting. 750 from DragonStout, IIRC. Much better this go-round, none of the sour nut I noted before. Rate reflects this bottle.
",0.7
73,"Courtesy SoLan.  Pours dark brown, with a small off white head.  Smells a bit Belgian, some candy sugar, dark malts, and molasses make up the nose.  The flavor consists of some spices and a sweet malty presence.  Got a bit of graham cracker and caramel in there as well.  Kind of uniqu, but wasnt really getting me too exicted.  Certainly drinkable, but lacking a bit of something.
",0.7
74,"Bottle at the Williamsburg Gathering courtesy of jcwattsrugger. Lightened black pour. Almost almost more a dark brown. Nose is soft coffee-ish notes, mild chocolate, light cocoa, toasted malts, soft grain and yeast. Taste echoes the coffee-ish notes, cocoa, yeast notes, grains, odd spice/herbs and toasted malts. Body is light-medium. Mild carbonation. Ends with more cocoa, softer chocolate, spices/herbs, light yeast, toasted malts. Tasty!
",0.65
75,"22 oz. 2007 bottle courtesy of jcwattsrugger at the 2008 Richmond Summer Gathering in Williamsburg. Thanks John! Rating 666. Drk brown pour with a light brown head. Aroma of roasted malts, caramel and dark fruits. Very fruity taste with stone fruit notes and some nuttiness. Someone else in the group thought there were infection signs, but I didnt see any. Medium bodied.
",0.65
76,"22oz bottle, Thanks to jcwattsrugger at Richmond Summer Gathering @ Williamsburg. Pours dark brown in color with tan head. Aroma roasted malt and chocolate. Taste of roasted malt, dark chocolate and light licorice with dry finish.
",0.6
77,"Deep brown pour with tan head and lace. A dark brown sugar and toasted malt aroma. A toasted malt and hints of dried fruit. A bit thin and watery. Not much above average but very drinkable.
",0.65
78,"Bomber from Crown.  Herbal nose with heather and some tire air.  Pours the deep brown of a porter, with a short light brown head.  Taste is dry and roasty but still has those herbal notes (which endure into the aftertaste, where they approach juniper and give a slightly chalky residue) and flashes of fruity sweetness.  Dark chocolate, loads of anise, licorice, but very little of the latter.  Body is watery and a bit foamy, slightly tangy but without acidity.  Refreshing and dangerously easy to drink!  Smooth and subtle, a good bridge between new and old, one of the more interesting finds of this year!
",0.85
79,"This bottled brew from Indianapolis poured a small sized head of fine to medium sized foamy with a frothy top tan colored mostly lasting bubbles that left behind a transparent but very dark brown colored typically carbonated body.  The aroma was of mile brown and dark  malts.  The mouth feel was tingly from start to finish.  The flavor contained notes of dark malts and hops.
",0.6
80,"Bottle 2007 from Keg Liqour. Poured a hazy brown color with an average off-white head that mostly lasted with good lacing. Good aroma of roasted dark chocolate malt. Medium body with smooth dry texture. Good roasted bittersweet flavor with a complex bittersweet finish of medium duration. Interesting complex brew.
",0.75
81,"Sampled at Noog4.  Dark Chestnut pour with a light head.  Bright and bubbly aroma with Belgian funk and a touch of roasted grain.  Nice.  Very drinkable.  Its light with a well balanced combination of grain, hay, funk, and roasted grain.  Carbonated to the point that it exaggerates its refreshing properties.  Light-medium body.  This is an easy drinker.
",0.7
82,"I got this one in Indianapolis. The body was dark brown. The aroma was caramel and chocolate with some pancakes. The taste was pancakes with coffee and chocolate. Well made, but a little boring.
",0.75
83,"Name: Sinister Minister	Date: 05/31/2008	Mode: Bottle	Source: Tasting, Noog Four-O		Appearance: black, wispy tan head, 	Aroma: roased malt aroma with sweet fruity esters, 	Flavor: rich roasted and dark chocolate flavor, lots of sweet fruity esters, light balancing bitterness, 		Aroma: 7/10; Appearance: 6/10; Flavor: 7/10; Palate: 6/10; Overall: 13/20	Rating: 3.3/5.0Drinkability: 7/10	Score: **+/4
",0.65
84,"Bottle shared by EDA. Very vegetal, simple sugars, watermelon, kind of interesting and complex. Pours like fizzy soda pop. Crunchy, chewy, lettuce flavor, very dry, a touch of belgian yeast. Not bad.
",0.65
85,"Pours brownish reddish black. Grapey, coffee-y, chocolatey aromas at first. Nice conglomerarion of flavors, very toasty and crisp - some coffee, again, some smokey flavors, some spicy notes. Fairly quaffable, too. Sampled at Noogfest 4.
",0.7
86,"Pours a brown color with an off white head.  Aroma is malty, caramel, some roast, chocolate, and some earthy hops.  Flavor is malty, caramel, roast, and an earthy finish.
",0.55
87,"Tasted at Noogfest 4.0 (2008). This Belgian Ale pours a medium black color from a 750ml bottle. Small sized white foamy head. The aroma is roasted malt, yeasty and dark fruit. A medium to light bodied Belgian Ale. The malts are chocolate and toffee. The hops are earthy. Lots of flavors going on here, some roasted malts and some smoke as well. Mouthfeel is full. Finish is clean and smooth. Aftertaste is slightly bitter.
",0.8
88,"Bottle picked up in South Bend; poured a rich, dark brown with a small to medium off white head.  Aroma of dark fruit, banana, yeast, roasted malt and chocolate.  Was pretty thin and a bit watery.  Flavor reminded me of a black lager, with some spice, nuts and a general earthiness.  Easily drinkable, but it just didnt come together that well.
",0.7
89,"Thanks to heemer for sharing at noogfest 08. A black pour with a nice aroma and some good flavors.
",0.8
90,"A fairly good Belgian. Full of flavor, whether it be from the hops (theres a lot of them) or from the malts ( this runs high). Its a decent Belgian.
",0.7
91,"Poured from a 22oz bottle and served in a tulip.  This beer poured an almost black with some mahogany highlights and a one-finger thick head of tan foam that quickly faded into a thin cap.  The aroma of the beer was made up of chocolate, dark fruits, and some earthy, fruity yeast esthers as well.  The flavor of the beer consisted of spicy yeast, chocolate, plums, raisins, and a hint of smoke.  The mouthfeel was medium-bodied with a decent amount of crisp, aggressive carbonation.  Not bad.
",0.65
92,"Pours black with a fine white head. Aroma is rather sweet and yeasty. Moderate mouth feel with spicy, chocolate and caramel notes. Decent beer.
",0.75
93,"22 oz. bomber: Pours a dark brown/almost black cola color with a fizzy carbonated head that diminishes in the blink of an eye. Roasted aroma has hints of liquorice, and dark fruits. Flavor his sweet and spicy that tingles the thin mouthfeel. I did find it very refreshing and good. I was just disappointed with the appearance since it literally looked like I was drinking a flat Coke or Pepsi with no ice in my pint glass.
",0.65
94,"Very nice.  There should be a category for black ales.  Pours black with minimal rapidly dissipating head.  Taste is sharp with notes of roasted malt, earthy notes and floral hops.  Very good ale and would make for a frequent drink.
",0.7
95,"Poured a clear dark red-brown color with an off-white head.  Chalky roasted malt with some phenoles, ash and hops all thrown in.  Very light roasted sweet malt.  Hint of chocolate.  Light-medium body.
",0.65
96,"Bottle.Small tan head that mostly diminished, spotty lacing, transparent, carbonation observed, and a brown hue with a red tint. The nose was malty, roasty, licorice, lightly spicy, dark fruits, and some roastiness. The flavor was malty, lightyly roasty, lightly spicy,some dark fruits, and some smokiness towards the end.Tingly mouthfeel and medium in body.Quaffable, easy to drink and an interesting beer to rate.Worthy of a try.
",0.7
97,"From MI2CA, thanks for going through all the effort to find this for me, a trade that was months in the making.  Pours a dark brown, almost black color.   Aroma is what I was hoping for, new and different.  There is an orange/licorice spice coming out, not sure what it is but its but its not overbearing, just there.   Taste is light dark biscuit with light sweet earthiness to it.  Very easy drinking and has none of the typical Belgian yeast dominance. I think its very quaffable with its low bitterness.  Its a nice obscure style and I wish I could try more like this.22oz bomber, Rodenbach smaller tulip glass.
",0.8
98,"UPDATED: JUN 7, 2008 2007 bottle shared by beastiefan2k.  Deep brown beer, thin fast fading head.  Aroma is lightly licoricey with a light plumminess and a soft grapey vineousness.  Lean dark malts, but not a lot of roast.  Lightly spicy with a little bit of apple sweetness.  Pretty decent brew. 	7 3 7 3 14	Bottle shared by eyedrinkale.  Brownish black with a light brown head.  Sweet and slightly toasty aroam.  A bit of light corianderish spiciness and some sweet nutty/chocolatey malts.  Lightly spicy and yeasty with a bit of molasses on the back.  Chewy and a bit of lightly leathery flavour as well.  Quite a tasty brew.
",0.7
99,"Shared, thanks to beastiefan2k.  Brown pour with reddish hint.  The aroma has some dark fruit, sweet malt, and candy sugar.  The flavor starts with lightly roasted malt, with sugar and floral / earthy spices.  Interesting beer.
",0.7
100,"Thanks to beastiefan2k for sharing - cloudy dark red beer, with a moderate lacing - aroma of dark fruit, chocolate, spices, some oxidation - there a bit of oxidation in the flavor, too, along with hard to place spices, but the flavor seems focused around this earthy, vegetal quality that I couldnt quite get into - a wee bit of nutty character - the spices become quite warming in the finish - a little thin, but an interesting beer.
",0.6
